name,url,category,categoryKorean,region,language,stars,forks,trendScore,trendScopes,compareScore,maturity,evidence,fileCount,dirCount,sourceDepthScore,keyReferenceCount,features,dominantBuckets,dependencyGroups,commandCategories,riskCategories,risks,standout,sourceDeepDivePath,reportPath,localPath
tomtom-international/tomtom-maps-mcp,https://github.com/tomtom-international/tomtom-maps-mcp,agent-harness-mcp,에이전트 하네스/MCP,global,TypeScript,47,22,134,global,399,solid,source+report,282,68,127,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;agent-instructions,eval;agentRuntime;mcp;docs;security,llmProviders;agentProtocols;webRuntime;browserAutomation,build;serve-dev;test;quality;utility;entrypoint,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/b/tomtom-international__tomtom-maps-mcp.md,reports/global-trending/repositories/tomtom-international__tomtom-maps-mcp.md,sources/tomtom-international__tomtom-maps-mcp
tobocop2/lilbee,https://github.com/tobocop2/lilbee,agent-harness-mcp,에이전트 하네스/MCP,korea,Python,25,3,143,global;korea,407,solid,source+report,667,87,127,12,cli-first;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;agent-instructions;model-runtime,eval;retrieval;agentRuntime;docs;ci,agentProtocols;modelRuntime;developerSurface,utility;quality;test;build,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/2/tobocop2__lilbee.md,reports/global-trending/repositories/tobocop2__lilbee.md,sources/tobocop2__lilbee
devswha/patina,https://github.com/devswha/patina,agent-harness-mcp,에이전트 하네스/MCP,korea,JavaScript,0,0,74,korea,282,solid,source+report,822,85,127,12,monorepo;cli-first;agent-runtime;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;agent-instructions,eval;docs;security;agentRuntime;config,,test;utility;quality;build;entrypoint,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/b/devswha__patina.md,reports/korea-trending/repositories/devswha__patina.md,sources/devswha__patina
openai/evals,https://github.com/openai/evals,agent-harness-mcp,에이전트 하네스/MCP,mixed,unknown,0,0,0,,175,solid,deep-source+report,1700,647,127,12,cli-first;agent-runtime;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;model-runtime,eval;agentRuntime;docs;retrieval;security,llmProviders;agentFrameworks;modelRuntime;browserAutomation,utility;quality,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/1/openai__evals.md,reports/clone-structures/openai__evals.md,sources/openai__evals
tontinton/maki,https://github.com/tontinton/maki.git,agent-harness-mcp,에이전트 하네스/MCP,mixed,unknown,0,0,0,,178,solid,deep-source+report,410,93,127,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;agent-instructions,retrieval;agentRuntime;eval;docs;config,,,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/d/tontinton__maki.md,reports/clone-structures/tontinton__maki.md,sources/tontinton__maki
modelcontextprotocol/typescript-sdk,https://github.com/modelcontextprotocol/typescript-sdk,developer-productivity,개발 생산성/DevTools,global,TypeScript,12685,1931,164,global,483,high-signal,source+report,564,116,126,12,monorepo;cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;agent-instructions,eval;security;config;docs;retrieval,agentProtocols;webRuntime,test;utility;serve-dev;quality;build,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/8/modelcontextprotocol__typescript-sdk.md,reports/global-trending/repositories/modelcontextprotocol__typescript-sdk.md,sources/modelcontextprotocol__typescript-sdk
the-open-agent/openagent,https://github.com/the-open-agent/openagent,agent-harness-mcp,에이전트 하네스/MCP,global,Go,5266,611,188,global,510,high-signal,source+report,656,121,126,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;observability,agentRuntime;eval;retrieval;entrypoints;container,llmProviders;agentProtocols;observability,,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/5/the-open-agent__openagent.md,reports/global-trending/repositories/the-open-agent__openagent.md,sources/the-open-agent__openagent
moorcheh-ai/memanto,https://github.com/moorcheh-ai/memanto,llm-wiki-rag,LLM 위키/RAG/지식베이스,global,Python,946,313,175,global,479,solid,source+report,245,59,126,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;agent-instructions,retrieval;agentRuntime;eval;docs;mcp,webRuntime;developerSurface,utility,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/3/moorcheh-ai__memanto.md,reports/global-trending/repositories/moorcheh-ai__memanto.md,sources/moorcheh-ai__memanto
cbcoutinho/nextcloud-mcp-server,https://github.com/cbcoutinho/nextcloud-mcp-server,llm-wiki-rag,LLM 위키/RAG/지식베이스,global,Python,272,45,170,global,459,solid,source+report,617,83,126,12,cli-first;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;agent-instructions;web-runtime,eval;mcp;retrieval;docs;security,llmProviders;agentProtocols;agentFrameworks;vectorStores;webRuntime;developerSurface;observability;browserAutomation,serve-dev,,entrypoint path not obvious,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/8/cbcoutinho__nextcloud-mcp-server.md,reports/global-trending/repositories/cbcoutinho__nextcloud-mcp-server.md,sources/cbcoutinho__nextcloud-mcp-server
thushan/olla,https://github.com/thushan/olla,ai-infrastructure-serving,AI 인프라/서빙,global,Go,244,34,134,global,408,solid,source+report,638,110,126,12,cli-first;api/server;agent-runtime;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;agent-instructions,eval;docs;security;agentRuntime;container,,utility;build;test,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/3/thushan__olla.md,reports/global-trending/repositories/thushan__olla.md,sources/thushan__olla
us/crw,https://github.com/us/crw,agent-harness-mcp,에이전트 하네스/MCP,global,Rust,187,16,144,global,423,solid,source+report,622,188,126,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;observability,docs;retrieval;eval;mcp;config,agentProtocols;observability,utility;quality;test;build,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/d/us__crw.md,reports/global-trending/repositories/us__crw.md,sources/us__crw
mezmo/aura,https://github.com/mezmo/aura,agent-harness-mcp,에이전트 하네스/MCP,korea,Rust,99,18,192,global;korea,485,solid,source+report,277,55,126,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;agent-instructions,eval;agentRuntime;container;mcp;docs,agentProtocols;vectorStores;observability,quality;build;utility;test,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/9/mezmo__aura.md,reports/global-trending/repositories/mezmo__aura.md,sources/mezmo__aura
Jovancoding/Network-AI,https://github.com/Jovancoding/Network-AI,agent-harness-mcp,에이전트 하네스/MCP,global,TypeScript,63,11,133,global,399,emerging,source+report,243,15,126,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;agent-instructions,eval;security;agentRuntime;mcp;ci,llmProviders;developerSurface,build;test;utility;quality;entrypoint,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/1/Jovancoding__Network-AI.md,reports/global-trending/repositories/Jovancoding__Network-AI.md,sources/Jovancoding__Network-AI
blockscout/mcp-server,https://github.com/blockscout/mcp-server,agent-harness-mcp,에이전트 하네스/MCP,global,Python,40,19,139,global,404,solid,source+report,272,86,126,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;agent-instructions,eval;agentRuntime;mcp;instruction;ci,agentProtocols,serve-dev,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/9/blockscout__mcp-server.md,reports/global-trending/repositories/blockscout__mcp-server.md,sources/blockscout__mcp-server
markhuangai/dense-mem,https://github.com/markhuangai/dense-mem,agent-harness-mcp,에이전트 하네스/MCP,global,Go,27,4,134,global,394,solid,source+report,661,97,126,12,monorepo;cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy,eval;agentRuntime;retrieval;security;spec,agentProtocols;observability,,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/1/markhuangai__dense-mem.md,reports/global-trending/repositories/markhuangai__dense-mem.md,sources/markhuangai__dense-mem
JRs-Master/firebat,https://github.com/JRs-Master/firebat,agent-harness-mcp,에이전트 하네스/MCP,korea,Rust,0,0,75,korea,282,emerging,source+report,631,226,126,12,cli-first;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;web-runtime,eval;agentRuntime;retrieval;mcp;security,webRuntime,serve-dev;build;quality;utility,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/9/JRs-Master__firebat.md,reports/korea-trending/repositories/JRs-Master__firebat.md,sources/JRs-Master__firebat
affaan-m/ECC,https://github.com/affaan-m/ECC,agent-harness-mcp,에이전트 하네스/MCP,global,JavaScript,217294,33355,187,global,537,high-signal,source+report,3243,1206,125,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;agent-instructions;model-runtime,agentRuntime;docs;eval;security;instruction,llmProviders;modelRuntime,quality;utility;build;test;entrypoint,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/f/affaan-m__ECC.md,reports/global-trending/repositories/affaan-m__ECC.md,sources/affaan-m__ECC
Aider-AI/aider,https://github.com/Aider-AI/aider,general-ai-open-source,일반 AI 오픈소스,korea,Python,46390,4615,175,global,505,high-signal,deep-source+report,685,89,125,12,cli-first;api/server;agent-runtime;retrieval-memory;spec-artifacts;tests-evals;container-deploy;agent-instructions;web-runtime,docs;eval;spec;ci;config,llmProviders;webRuntime;developerSurface;browserAutomation,utility,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/2/Aider-AI__aider.md,reports/global-trending/repositories/Aider-AI__aider.md,sources/Aider-AI__aider
gastownhall/beads,https://github.com/gastownhall/beads,coding-agent-ide,코딩 에이전트/IDE,global,Go,24595,1648,175,global,503,high-signal,source+report,2498,201,125,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;agent-instructions;observability,eval;docs;agentRuntime;retrieval;mcp,llmProviders;vectorStores;developerSurface;observability,utility;build;test;quality,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/2/gastownhall__beads.md,reports/global-trending/repositories/gastownhall__beads.md,sources/gastownhall__beads
osaurus-ai/osaurus,https://github.com/osaurus-ai/osaurus,agent-harness-mcp,에이전트 하네스/MCP,global,Swift,5927,335,170,global,479,solid,source+report,1632,239,125,12,monorepo;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;agent-instructions,eval;agentRuntime;docs;security;retrieval,,utility;serve-dev;test,,entrypoint path not obvious,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/5/osaurus-ai__osaurus.md,reports/global-trending/repositories/osaurus-ai__osaurus.md,sources/osaurus-ai__osaurus
Kiln-AI/Kiln,https://github.com/Kiln-AI/Kiln,agent-harness-mcp,에이전트 하네스/MCP,korea,Python,4916,370,199,global;korea,524,high-signal,source+report,1715,288,125,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;agent-instructions;model-runtime,eval;agentRuntime;spec;retrieval;docs,modelRuntime;webRuntime,utility;serve-dev;quality,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/1/Kiln-AI__Kiln.md,reports/global-trending/repositories/Kiln-AI__Kiln.md,sources/Kiln-AI__Kiln
entireio/cli,https://github.com/entireio/cli,agent-harness-mcp,에이전트 하네스/MCP,global,Go,4515,345,172,global,480,solid,source+report,1076,153,125,12,cli-first;agent-runtime;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy;agent-instructions,eval;agentRuntime;security;docs;spec,vectorStores;developerSurface,,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/1/entireio__cli.md,reports/global-trending/repositories/entireio__cli.md,sources/entireio__cli
i-am-bee/beeai-framework,https://github.com/i-am-bee/beeai-framework,agent-harness-mcp,에이전트 하네스/MCP,global,Python,3297,452,152,global,452,solid,source+report,1082,297,125,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;agent-instructions,agentRuntime;eval;retrieval;docs;spec,,,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/8/i-am-bee__beeai-framework.md,reports/global-trending/repositories/i-am-bee__beeai-framework.md,sources/i-am-bee__beeai-framework
letta-ai/letta-code,https://github.com/letta-ai/letta-code,agent-harness-mcp,에이전트 하네스/MCP,global,TypeScript,2743,307,173,global,480,solid,source+report,1321,105,125,12,cli-first;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;agent-instructions;web-runtime,agentRuntime;eval;retrieval;security;ci,webRuntime,utility;quality;test;build;serve-dev;entrypoint,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/0/letta-ai__letta-code.md,reports/global-trending/repositories/letta-ai__letta-code.md,sources/letta-ai__letta-code
mongodb-js/mongodb-mcp-server,https://github.com/mongodb-js/mongodb-mcp-server,agent-harness-mcp,에이전트 하네스/MCP,global,TypeScript,1055,257,144,global,435,high-signal,source+report,499,134,125,12,monorepo;cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;tests-evals;security-policy;container-deploy;agent-instructions,eval;agentRuntime;retrieval;ci;config,llmProviders;agentProtocols;webRuntime,serve-dev;build;test;quality;utility;entrypoint,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/e/mongodb-js__mongodb-mcp-server.md,reports/global-trending/repositories/mongodb-js__mongodb-mcp-server.md,sources/mongodb-js__mongodb-mcp-server
